"Unique ID","Indicator ID","Name","Measure","Measure Info","Geo Type Name","Geo Join ID","Geo Place Name","Time Period","Start_Date","Data Value","Message"
"980478","1,435","Ozone (O3)","Summer mean","ppb","UHF42","204","East New York","2024","01/01/2024","34.87066059",
"980477","1,435","Ozone (O3)","Summer mean","ppb","UHF42","205","Sunset Park","2024","01/01/2024","32.59966492",
"980476","1,435","Ozone (O3)","Summer mean","ppb","UHF42","206","Borough Park","2024","01/01/2024","33.93145841",
"980475","1,435","Ozone (O3)","Summer mean","ppb","UHF42","207","East Flatbush - Flatbush","2024","01/01/2024","34.4783078",
"980474","1,435","Ozone (O3)","Summer mean","ppb","UHF42","208","Canarsie - Flatlands","2024","01/01/2024","36.20961599",
"980473","1,435","Ozone (O3)","Summer mean","ppb","UHF42","209","Bensonhurst - Bay Ridge","2024","01/01/2024","33.76291299",
"980472","1,435","Ozone (O3)","Summer mean","ppb","UHF42","210","Coney Island - Sheepshead Bay","2024","01/01/2024","35.89674479",
"980471","1,435","Ozone (O3)","Summer mean","ppb","UHF42","211","Williamsburg - Bushwick","2024","01/01/2024","33.72747189",
"980470","1,435","Ozone (O3)","Summer mean","ppb","UHF42","301","Washington Heights","2024","01/01/2024","31.33527003",
"980469","1,435","Ozone (O3)","Summer mean","ppb","UHF42","302","Central Harlem - Morningside Heights","2024","01/01/2024","31.68161286",
"980468","1,435","Ozone (O3)","Summer mean","ppb","UHF42","303","East Harlem","2024","01/01/2024","32.19031911",
"980467","1,435","Ozone (O3)","Summer mean","ppb","UHF42","304","Upper West Side","2024","01/01/2024","30.17721976",
"980466","1,435","Ozone (O3)","Summer mean","ppb","UHF42","305","Upper East Side","2024","01/01/2024","30.81149464",
"980465","1,435","Ozone (O3)","Summer mean","ppb","UHF42","306","Chelsea - Clinton","2024","01/01/2024","28.60617692",
"980464","1,435","Ozone (O3)","Summer mean","ppb","UHF42","307","Gramercy Park - Murray Hill","2024","01/01/2024","28.50132899",
"980463","1,435","Ozone (O3)","Summer mean","ppb","UHF42","308","Greenwich Village - SoHo","2024","01/01/2024","30.13551243",
"980462","1,435","Ozone (O3)","Summer mean","ppb","UHF42","309","Union Square - Lower East Side","2024","01/01/2024","31.02401985",
"980461","1,435","Ozone (O3)","Summer mean","ppb","UHF42","310","Lower Manhattan","2024","01/01/2024","29.50178081",
"980460","1,435","Ozone (O3)","Summer mean","ppb","UHF42","401","Long Island City - Astoria","2024","01/01/2024","33.62730397",
"980459","1,435","Ozone (O3)","Summer mean","ppb","UHF42","402","West Queens","2024","01/01/2024","33.90541806",
"980458","1,435","Ozone (O3)","Summer mean","ppb","UHF42","403","Flushing - Clearview","2024","01/01/2024","34.56638806",
"980457","1,435","Ozone (O3)","Summer mean","ppb","UHF42","404","Bayside - Little Neck","2024","01/01/2024","33.82686613",
"980456","1,435","Ozone (O3)","Summer mean","ppb","UHF42","405","Ridgewood - Forest Hills","2024","01/01/2024","34.32853477",
"980455","1,435","Ozone (O3)","Summer mean","ppb","UHF42","406","Fresh Meadows","2024","01/01/2024","34.21614277",
"980454","1,435","Ozone (O3)","Summer mean","ppb","UHF42","407","Southwest Queens","2024","01/01/2024","35.60606155",
"980453","1,435","Ozone (O3)","Summer mean","ppb","UHF42","408","Jamaica","2024","01/01/2024","35.1994998",
"980452","1,435","Ozone (O3)","Summer mean","ppb","UHF42","409","Southeast Queens","2024","01/01/2024","35.74639911",
"980451","1,435","Ozone (O3)","Summer mean","ppb","UHF42","410","Rockaways","2024","01/01/2024","38.3858725",
"980450","1,435","Ozone (O3)","Summer mean","ppb","UHF42","501","Port Richmond","2024","01/01/2024","32.71644811",
"980449","1,435","Ozone (O3)","Summer mean","ppb","UHF42","502","Stapleton - St. George","2024","01/01/2024","32.38738695",
"980448","1,435","Ozone (O3)","Summer mean","ppb","UHF42","503","Willowbrook","2024","01/01/2024","33.28007848",
"980447","1,435","Ozone (O3)","Summer mean","ppb","UHF42","504","South Beach - Tottenville","2024","01/01/2024","34.19622945",
"980446","1,435","Ozone (O3)","Summer mean","ppb","UHF34","101","Kingsbridge - Riverdale","2024","01/01/2024","32.33001788",
"980445","1,435","Ozone (O3)","Summer mean","ppb","UHF34","503504","Southern SI","2024","01/01/2024","33.85679561",
"980444","1,435","Ozone (O3)","Summer mean","ppb","UHF34","501502","Northern SI","2024","01/01/2024","32.50193907",
"980443","1,435","Ozone (O3)","Summer mean","ppb","UHF34","404406","Bayside Little Neck-Fresh Meadows","2024","01/01/2024","33.97412924",
"980442","1,435","Ozone (O3)","Summer mean","ppb","UHF34","309310","Union Square-Lower Manhattan","2024","01/01/2024","30.54602651",
"980441","1,435","Ozone (O3)","Summer mean","ppb","UHF34","306308","Chelsea-Village","2024","01/01/2024","29.11805365",
"980440","1,435","Ozone (O3)","Summer mean","ppb","UHF34","305307","Upper East Side-Gramercy","2024","01/01/2024","29.72804568",
"980439","1,435","Ozone (O3)","Summer mean","ppb","UHF34","410","Rockaways","2024","01/01/2024","38.3858725",
"980438","1,435","Ozone (O3)","Summer mean","ppb","UHF34","409","Southeast Queens","2024","01/01/2024","35.74582358",
"980437","1,435","Ozone (O3)","Summer mean","ppb","UHF34","408","Jamaica","2024","01/01/2024","35.19902756",
"980436","1,435","Ozone (O3)","Summer mean","ppb","UHF34","407","Southwest Queens","2024","01/01/2024","35.60543907",
"980435","1,435","Ozone (O3)","Summer mean","ppb","UHF34","405","Ridgewood - Forest Hills","2024","01/01/2024","34.32853477",
"980434","1,435","Ozone (O3)","Summer mean","ppb","UHF34","403","Flushing - Clearview","2024","01/01/2024","34.57578433",
"980433","1,435","Ozone (O3)","Summer mean","ppb","UHF34","402","West Queens","2024","01/01/2024","33.90541806",
"980432","1,435","Ozone (O3)","Summer mean","ppb","UHF34","401","Long Island City - Astoria","2024","01/01/2024","33.62730397",
"980431","1,435","Ozone (O3)","Summer mean","ppb","UHF34","304","Upper West Side","2024","01/01/2024","30.17709341",
"980430","1,435","Ozone (O3)","Summer mean","ppb","UHF34","303","East Harlem","2024","01/01/2024","32.19031911",
"980429","1,435","Ozone (O3)","Summer mean","ppb","UHF34","302","Central Harlem - Morningside Heights","2024","01/01/2024","31.68197668",
"980428","1,435","Ozone (O3)","Summer mean","ppb","UHF34","301","Washington Heights","2024","01/01/2024","31.3356656",
"980427","1,435","Ozone (O3)","Summer mean","ppb","UHF34","211","Williamsburg - Bushwick","2024","01/01/2024","33.72747189",
"980426","1,435","Ozone (O3)","Summer mean","ppb","UHF34","210","Coney Island - Sheepshead Bay","2024","01/01/2024","35.89674479",
"980425","1,435","Ozone (O3)","Summer mean","ppb","UHF34","209","Bensonhurst - Bay Ridge","2024","01/01/2024","33.76291299",
"980424","1,435","Ozone (O3)","Summer mean","ppb","UHF34","208","Canarsie - Flatlands","2024","01/01/2024","36.20961599",
"980423","1,435","Ozone (O3)","Summer mean","ppb","UHF34","207","East Flatbush - Flatbush","2024","01/01/2024","34.4783078",
"980422","1,435","Ozone (O3)","Summer mean","ppb","UHF34","206","Borough Park","2024","01/01/2024","33.93145841",
"980421","1,435","Ozone (O3)","Summer mean","ppb","UHF34","205","Sunset Park","2024","01/01/2024","32.59983669",
"980420","1,435","Ozone (O3)","Summer mean","ppb","UHF34","204","East New York","2024","01/01/2024","34.87066059",
"980419","1,435","Ozone (O3)","Summer mean","ppb","UHF34","203","Bedford Stuyvesant - Crown Heights","2024","01/01/2024","33.65579212",
"980418","1,435","Ozone (O3)","Summer mean","ppb","UHF34","202","Downtown - Heights - Slope","2024","01/01/2024","31.93205725",
"980417","1,435","Ozone (O3)","Summer mean","ppb","UHF34","201","Greenpoint","2024","01/01/2024","32.9765732",
"980416","1,435","Ozone (O3)","Summer mean","ppb","UHF34","104","Pelham - Throgs Neck","2024","01/01/2024","34.23931031",
"980415","1,435","Ozone (O3)","Summer mean","ppb","UHF34","103","Fordham - Bronx Pk","2024","01/01/2024","33.49945027",
"980414","1,435","Ozone (O3)","Summer mean","ppb","UHF34","102","Northeast Bronx","2024","01/01/2024","34.00543781",
"980413","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","402","Woodside and Sunnyside (CD2)","2024","01/01/2024","21.87052971",
"980412","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","401","Long Island City and Astoria (CD1)","2024","01/01/2024","20.67445076",
"980411","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","318","Flatlands and Canarsie (CD18)","2024","01/01/2024","18.37318237",
"980410","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","317","East Flatbush (CD17)","2024","01/01/2024","20.85741642",
"980409","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","316","Brownsville (CD16)","2024","01/01/2024","21.45432692",
"980408","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","315","Sheepshead Bay (CD15)","2024","01/01/2024","17.65989419",
"980407","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","314","Flatbush and Midwood (CD14)","2024","01/01/2024","20.22813291",
"980406","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","313","Coney Island (CD13)","2024","01/01/2024","17.39753613",
"980405","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","312","Borough Park (CD12)","2024","01/01/2024","20.62092649",
"980404","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","311","Bensonhurst (CD11)","2024","01/01/2024","19.25914484",
"980403","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","310","Bay Ridge and Dyker Heights (CD10)","2024","01/01/2024","20.72541186",
"980402","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","309","South Crown Heights and Lefferts Gardens (CD9)","2024","01/01/2024","21.37142434",
"980401","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","308","Crown Heights and Prospect Heights (CD8)","2024","01/01/2024","22.02386704",
"980400","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","307","Sunset Park (CD7)","2024","01/01/2024","21.95981091",
"980399","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","306","Park Slope and Carroll Gardens (CD6)","2024","01/01/2024","22.04242168",
"980398","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","305","East New York and Starrett City (CD5)","2024","01/01/2024","20.69456914",
"980397","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","304","Bushwick (CD4)","2024","01/01/2024","21.48797621",
"980396","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","303","Bedford Stuyvesant (CD3)","2024","01/01/2024","21.89043774",
"980395","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","302","Fort Greene and Brooklyn Heights (CD2)","2024","01/01/2024","23.12723523",
"980394","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","301","Greenpoint and Williamsburg (CD1)","2024","01/01/2024","22.25310504",
"980393","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","212","Williamsbridge and Baychester (CD12)","2024","01/01/2024","17.36685537",
"980392","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","211","Morris Park and Bronxdale (CD11)","2024","01/01/2024","17.86067473",
"980391","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","210","Throgs Neck and Co-op City (CD10)","2024","01/01/2024","18.49092764",
"980390","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","209","Parkchester and Soundview (CD9)","2024","01/01/2024","19.24560059",
"980389","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","208","Riverdale and Fieldston (CD8)","2024","01/01/2024","17.05063323",
"980388","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","207","Kingsbridge Heights and Bedford (CD7)","2024","01/01/2024","18.13624743",
"980387","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","206","Belmont and East Tremont (CD6)","2024","01/01/2024","19.14742425",
"980386","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","205","Fordham and University Heights (CD5)","2024","01/01/2024","19.73905127",
"980385","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","204","Highbridge and Concourse (CD4)","2024","01/01/2024","20.44467855",
"980384","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","203","Morrisania and Crotona (CD3)","2024","01/01/2024","19.59350649",
"980383","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","202","Hunts Point and Longwood (CD2)","2024","01/01/2024","19.82952856",
"980382","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","201","Mott Haven and Melrose (CD1)","2024","01/01/2024","20.71154826",
"980381","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","112","Washington Heights and Inwood (CD12)","2024","01/01/2024","20.08470493",
"980380","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","111","East Harlem (CD11)","2024","01/01/2024","21.04630671",
"980379","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","110","Central Harlem (CD10)","2024","01/01/2024","20.8539064",
"980378","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","109","Morningside Heights and Hamilton Heights (CD9)","2024","01/01/2024","21.05607529",
"980377","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","108","Upper East Side (CD8)","2024","01/01/2024","22.86892435",
"980376","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","107","Upper West Side (CD7)","2024","01/01/2024","22.47014351",
"980375","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","106","Stuyvesant Town and Turtle Bay (CD6)","2024","01/01/2024","24.10002616",
"980374","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","105","Midtown (CD5)","2024","01/01/2024","26.93533505",
"980373","1,433","Nitrogen dioxide (NO2)","Winter mean","ppb","CD","104","Clinton and Chelsea (CD4)","2024","01/01/2024","23.84692448",
